"seriesCandidate","code","canonicalCode","displayCode","sourceMeaningEn","normalizedMeaningDraftRu","categoryCandidate","sourceManualId","sourceManualTitle","sourcePath","sourceSection","sourceContext","confidence","alreadyInRuntime","existingRuntimePath","proposedRuntimeFolder","proposedPackageId","actionRecommendation","reason"
"X series","U4","U4","U4","Refrigerant-lacking protection","Черновая нормализация требуется: Refrigerant-lacking protection","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u4.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/u4.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","U6","U6","U6","Alarm because valve is abnormal","Черновая нормализация требуется: Alarm because valve is abnormal","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u6.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/u6.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","U8","U8","U8","Malfunction of pipeline for IDU","Черновая нормализация требуется: Malfunction of pipeline for IDU","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u8.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/u8.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","U9","U9","U9","Malfunction of pipeline for ODU","Черновая нормализация требуется: Malfunction of pipeline for ODU","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/u9.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/u9.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","C0","C0","C0","Communication malfunction between IDU, ODU and IDU's wired controller","Черновая нормализация требуется: Communication malfunction between IDU, ODU and IDU's wired controller","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c0.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/indoor/c0.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","C2","C2","C2","Communication malfunction between main control and inverter compressor driver","Черновая нормализация требуется: Communication malfunction between main control and inverter compressor driver","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c2.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/c2.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","C3","C3","C3","Communication malfunction between main control and inverter fan driver","Черновая нормализация требуется: Communication malfunction between main control and inverter fan driver","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c3.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/c3.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","C5","C5","C5","Alarm because project code of IDU is inconsistent","Черновая нормализация требуется: Alarm because project code of IDU is inconsistent","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c5.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/c5.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","C7","C7","C7","Abnormal communication of converter","Черновая нормализация требуется: Abnormal communication of converter","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/c7.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","CH","CH","CH","Rated capacity is too high","Черновая нормализация требуется: Rated capacity is too high","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/ch.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/ch.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","CL","CL","CL","The matching ratio of rated capacity for IDU and ODU is too low","Черновая нормализация требуется: The matching ratio of rated capacity for IDU and ODU is too low","outdoor","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Error Indication - Outdoor Unit","PDF 73; Error Indication - Outdoor Unit; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/debugging/cl.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/cl.json","gree/gmv-x/outdoor","gree-gmv-x-vrf-outdoor-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","A0","A0","A0","Unit waiting for debugging","Черновая нормализация требуется: Unit waiting for debugging","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Debugging and Status Indication","PDF 73; Debugging and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a0.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/a0.json","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","A3","A3","A3","Defrosting","Черновая нормализация требуется: Defrosting","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Debugging and Status Indication","PDF 73; Debugging and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a3.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/a3.json","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","A4","A4","A4","Oil-return","Черновая нормализация требуется: Oil-return","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Debugging and Status Indication","PDF 73; Debugging and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a4.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/a4.json","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","A8","A8","A8","Vacuum pump mode","Черновая нормализация требуется: Vacuum pump mode","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Debugging and Status Indication","PDF 73; Debugging and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/a8.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/a8.json","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","Ay","AY","Ay","Shielding status","Черновая нормализация требуется: Shielding status","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Debugging and Status Indication","PDF 73; Debugging and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/ay.json","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","n6","N6","n6","Inquiry of malfunction","Черновая нормализация требуется: Inquiry of malfunction","debugging","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Query and Status Indication","PDF 73; Query and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n6.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/n6.json","gree/gmv-x/debugging","gree-gmv-x-vrf-debugging-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","n7","N7","n7","Inquiry of parameters","Черновая нормализация требуется: Inquiry of parameters","debugging","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Query and Status Indication","PDF 73; Query and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n7.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/n7.json","gree/gmv-x/debugging","gree-gmv-x-vrf-debugging-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","n8","N8","n8","Inquiry of project code of IDU","Черновая нормализация требуется: Inquiry of project code of IDU","debugging","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Query and Status Indication","PDF 73; Query and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n8.json;data/equipment-diagnostics/error-knowledge/gree/gmv-mini/status/n8.json","gree/gmv-x/debugging","gree-gmv-x-vrf-debugging-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","n9","N9","n9","Check quantity of IDU on line","Черновая нормализация требуется: Check quantity of IDU on line","debugging","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Query and Status Indication","PDF 74; Query and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/n9.json","gree/gmv-x/debugging","gree-gmv-x-vrf-debugging-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","nb","NB","nb","Bar code inquiry","Черновая нормализация требуется: Bar code inquiry","debugging","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Query and Status Indication","PDF 74; Query and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nb.json","gree/gmv-x/debugging","gree-gmv-x-vrf-debugging-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","nn","NN","nn","Length modification of connection pipe of ODU","Черновая нормализация требуется: Length modification of connection pipe of ODU","debugging","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Query and Status Indication","PDF 74; Query and Status Indication; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","yes","data/equipment-diagnostics/error-knowledge/gree/gmv6/status/nn.json","gree/gmv-x/debugging","gree-gmv-x-vrf-debugging-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","qA","QA","qA","Heat recovery status","Черновая нормализация требуется: Heat recovery status","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Heat Recovery and Grid Status","PDF 74; Heat Recovery and Grid Status; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","no","","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","qH","QH","qH","Mainly heating","Черновая нормализация требуется: Mainly heating","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Heat Recovery and Grid Status","PDF 74; Heat Recovery and Grid Status; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","no","","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","qC","QC","qC","Mainly cooling","Черновая нормализация требуется: Mainly cooling","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Heat Recovery and Grid Status","PDF 74; Heat Recovery and Grid Status; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","no","","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","qP","QP","qP","Export region setting for PV VRF units","Черновая нормализация требуется: Export region setting for PV VRF units","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Heat Recovery and Grid Status","PDF 74; Heat Recovery and Grid Status; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","no","","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
"X series","qU","QU","qU","Grid voltage configuration","Черновая нормализация требуется: Grid voltage configuration","status","gree-gmv-x-owner-manual","Owner's Manual GMV X DC Inverter VRF Units","artifacts/manual-intake/sources/gree/Owner's Manual GMV X DC Inverter VRF Units.pdf","Heat Recovery and Grid Status","PDF 74; Heat Recovery and Grid Status; owner manual note says specific unit fault and maintenance require engineering debugging and after-sales maintenance manual.","medium","no","","gree/gmv-x/status","gree-gmv-x-vrf-status-codes","needs-manual-review","Owner manual provides an error/status table row, but this inventory stage has no GMV X service or after-sales maintenance manual evidence for runtime-ready troubleshooting text."
