seriesCandidate,code,canonicalCode,displayCode,sourceMeaningEn,normalizedMeaningDraftRu,categoryCandidate,sourceManualId,sourceManualTitle,sourceDocument,sourcePath,sourceSection,sourcePage,sourceContext,confidence,alreadyInAnyGreeRuntime,existingRuntimePath,overlapSeries,actionRecommendation,reason
GMV9 Flex,Ed,ED,Ed,Drive IPM low temperature protection,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/ed.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/ed.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ed.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,F0,F0,F0,Main board of ODU is poor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f0.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/f0.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f0.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,F1,F1,F1,Malfunction of high-pressure sensor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f1.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/f1.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f1.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,F3,F3,F3,Malfunction of low-pressure sensor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f3.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/f3.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f3.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,F5,F5,F5,Malfunction of discharge temperature sensor of compressor 1,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f5.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/f5.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f5.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,F6,F6,F6,Malfunction of discharge temperature sensor of compressor 2,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/f6.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f6.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,F7,F7,F7,Malfunction of discharge temperature sensor of compressor 3,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/f7.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f7.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,F8,F8,F8,Malfunction of discharge temperature sensor of compressor 4,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/f8.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f8.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,F9,F9,F9,Malfunction of discharge temperature sensor of compressor 5,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/f9.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f9.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,FA,FA,FA,Malfunction of discharge temperature sensor of compressor 6,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fa.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fa.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,FC,FC,FC,Current sensor of compressor 2 is abnormal,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fc.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fc.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,FL,FL,FL,Current sensor of compressor 3 is abnormal,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fl.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fl.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,FE,FE,FE,Current sensor of compressor 4 is abnormal,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fe.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fe.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,FF,FF,FF,Current sensor of compressor 5 is abnormal,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/ff.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ff.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,FJ,FJ,FJ,Current sensor of compressor 6 is abnormal,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fj.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fj.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,FP,FP,FP,Malfunction of DC motor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/fp.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fp.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fp.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,FU,FU,FU,Malfunction of casing top temperature sensor of compressor 1,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fu.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fu.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,Fb,FB,Fb,Malfunction of casing top temperature sensor of compressor 2,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fb.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fb.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,Fd,FD,Fd,Malfunction of exit tube temperature sensor of mode exchanger,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fd.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fd.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,Fn,FN,Fn,Malfunction of inlet tube temperature sensor of mode exchanger,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/fn.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fn.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J0,J0,J0,Protection for other modules,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j0.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j0.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j0.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J1,J1,J1,Over-current protection of compressor 1,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j1.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j1.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j1.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J2,J2,J2,Over-current protection of compressor 2,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j2.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j2.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J3,J3,J3,Over-current protection of compressor 3,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j3.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j3.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J4,J4,J4,Over-current protection of compressor 4,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j4.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j4.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J5,J5,J5,Over-current protection of compressor 5,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j5.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j5.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J6,J6,J6,Over-current protection of compressor 6,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j6.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j6.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J7,J7,J7,Gas-mixing protection of 4-way valve,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j7.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j7.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j7.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J8,J8,J8,High pressure ratio protection of system,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j8.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j8.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j8.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,J9,J9,J9,Low pressure ratio protection of system,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/j9.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/j9.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j9.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,JA,JA,JA,Protection because of abnormal pressure,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/ja.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ja.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,JC,JC,JC,Water flow switch protection,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/jc.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jc.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,JL,JL,JL,Protection because high pressure is too low,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/jl.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/jl.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jl.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,JE,JE,JE,Oil-return pipe is blocked,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/je.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/je.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,JF,JF,JF,Oil-return pipe is leaking,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/jf.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jf.json,GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,b1,B1,b1,Malfunction of outdoor ambient temperature sensor,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/b1.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/b1.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/b1.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
GMV9 Flex,b2,B2,b2,Malfunction of defrosting temperature sensor 1,,outdoor,gree-gmv9-flex-service-manual-2025-12,"JF00305819, export T3R410AGMV9 Flex GMV Service Manual (Middle East energy-inefficient), B .2.pdf",GC202512-I,"artifacts/manual-intake/sources/gree/JF00305819,_export_T3R410AGMV9_Flex_GMV_Service_Manual_Middle_East.pdf",Chapter 3 Faults / Error Indication,PDF page 68 / manual page 66,Outdoor table,High,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/b2.json; data/equipment-diagnostics/error-knowledge/gree/gmv-x/outdoor/b2.json; data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/b2.json,GMV Mini; GMV X; GMV6,ready-for-import,Manual-confirmed GMV9 Flex code; overlap does not block separate-series import.
