seriesCandidate,code,canonicalCode,displayCode,sourceMeaningEn,normalizedMeaningDraftRu,categoryCandidate,sourceManualId,sourceManualTitle,sourceDocument,sourcePath,sourceSection,sourcePage,sourceContext,confidence,alreadyInAnyGreeRuntime,existingRuntimePath,overlapSeries,actionRecommendation,reason
GMV X,b8,B8,b8,Malfunction of outdoor humidity sensor,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor b8 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/b8.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,b9,B9,b9,Malfunction of gas temperature sensor of heat exchanger,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor b9 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/b9.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/b9.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bA,BA,bA,Malfunction of oil-return temperature sensor 1,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bA / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ba.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bb,BB,bb,Malfunction of temperature sensor of oil return 4,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bb / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/bb.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bd,BD,bd,Malfunction of gas inlet temperature sensor of sub-cooler,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bd / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/bd.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bE,BE,bE,Malfunction of inlet tube temperature sensor of condenser,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bE / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/be.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bF,BF,bF,Malfunction of outlet tube temperature sensor of condenser,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bF / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/bf.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bH,BH,bH,Clock of system is abnormal,????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bH / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/bh.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/bh.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bJ,BJ,bJ,High-pressure sensor and low-pressure sensor are connected reversely,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bJ / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/bj.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bn,BN,bn,Malfunction of liquid inlet temperature sensor of sub-cooler,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bn / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/bn.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bP,BP,bP,Malfunction of temperature sensor of oil- return 2,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bP / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/bp.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,bU,BU,bU,Malfunction of temperature sensor of oil return 3,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor bU / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/bu.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,E0,E0,E0,Malfunction of ODU,????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor E0 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e0.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e0.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,E1,E1,E1,High-pressure protection,???????? ????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor E1 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e1.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e1.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,E2,E2,E2,Discharge low-temperature protection,???????? ????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor E2 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e2.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e2.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,E3,E3,E3,Low-pressure protection,???????? ????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor E3 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e3.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e3.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,E4,E4,E4,High discharge temperature protection of compressor,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor E4 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/e4.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/e4.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,Ed,ED,Ed,Drive IPM low temperature protection,???????? ????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor Ed / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/ed.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ed.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,F0,F0,F0,Main board of ODU is poor,????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor F0 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f0.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f0.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,F1,F1,F1,Malfunction of high-pressure sensor,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor F1 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f1.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f1.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,F3,F3,F3,Malfunction of low-pressure sensor,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor F3 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f3.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f3.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,F5,F5,F5,Malfunction of discharge temperature sensor of compressor 1,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor F5 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/f5.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f5.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,F6,F6,F6,Malfunction of discharge temperature sensor of compressor 2,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor F6 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f6.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,F7,F7,F7,Malfunction of discharge temperature sensor of compressor 3,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor F7 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f7.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,F8,F8,F8,Malfunction of discharge temperature sensor of compressor 4,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor F8 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f8.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,F9,F9,F9,Malfunction of discharge temperature sensor of compressor 5,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor F9 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/f9.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FA,FA,FA,Malfunction of discharge temperature sensor of compressor 6,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FA / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fa.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,Fb,FB,Fb,Malfunction of casing top temperature sensor of compressor 2,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor Fb / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fb.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FC,FC,FC,Current sensor of compressor 2 is abnormal,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FC / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fc.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,Fd,FD,Fd,Malfunction of exit tube temperature sensor of mode exchanger,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor Fd / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fd.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FE,FE,FE,Current sensor of compressor 4 is abnormal,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FE / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fe.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FF,FF,FF,Current sensor of compressor 5 is abnormal,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FF / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ff.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FH,FH,FH,Abnormal Current Sensor of Compressor 1,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FH / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fh.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FJ,FJ,FJ,Current sensor of compressor 6 is abnormal,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FJ / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fj.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FL,FL,FL,Current sensor of compressor 3 is abnormal,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FL / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fl.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,Fn,FN,Fn,Malfunction of inlet tube temperature sensor of mode exchanger,????????? ??????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor Fn / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fn.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FP,FP,FP,Malfunction of DC motor,????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FP / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv-mini/outdoor/fp.json;data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fp.json,GMV6;GMV Mini,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,FU,FU,FU,Malfunction of casing top temperature sensor of compressor 1,????????? ?????????????? ???????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor FU / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/fu.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
GMV X,G0,G0,G0,PV reversed connection protection,???????? ????????? ????????? ?????,outdoor,gree-gmv-x-service-manual-2022-09,Gree GMV X DC Inverter VRF Units Service Manual,GC202209-I,"artifacts/manual-intake/sources/gree/JF00305173, Outlet T1R410A50 & 60HzGMVX Heat Pump GMV Service Manual, A.3.pdf",Chapter 3 Faults / Error Indication,PDF pages 75-76 / manual pages 73-74,Chapter 3 Faults / Error Indication / Outdoor G0 / PDF pages 75-76 / manual pages 73-74,high,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/g0.json,GMV6,ready-for-import,GMV X service manual GC202209-I confirms this code and category; separate GMV X runtime card created.
