code,canonicalCode,displayCode,sectionNumber,sectionTitle,sourceMeaningEn,normalizedMeaningRu,equipmentSide,proposedRuntimeFolder,sourceManualId,sourceManualPath,sourceLineOrContext,alreadyInRuntime,existingRuntimePath,action,reason
Gb,Gb,,,Faults / Error Indication,Grid side relay protection,защитное состояние электропитания,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor Gb / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gb.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
GC,GC,,,Faults / Error Indication,Photovoltaic DC hardware overcurrent protection,защитное состояние электропитания,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor GC / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Gd,Gd,,,Faults / Error Indication,Grid side current side protection,защитное состояние электропитания,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor Gd / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gd.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
GE,GE,,,Faults / Error Indication,High or low photovoltaic voltage protection,защитное состояние электропитания,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor GE / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ge.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
GF,GF,,,Faults / Error Indication,DC bus neutral-point potential unbalance protection,защитное состояние защитной цепи,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor GF / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gf.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
GH,GH,,,Faults / Error Indication,Photovoltaic DC/DC protection,защитное состояние электропитания,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor GH / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gh.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
GJ,GJ,,,Faults / Error Indication,Grid side module high-temperature protection,защитное состояние инверторного привода,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor GJ / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gj.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
GL,GL,,,Faults / Error Indication,Grid side hardware overcurrent protection,защитное состояние электропитания,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor GL / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gl.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Gn,Gn,,,Faults / Error Indication,Insulation resistance protection,защитное состояние защитной цепи,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor Gn / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gn.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
GP,GP,,,Faults / Error Indication,Grid side temperature sensor protection,защитное состояние датчика,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor GP / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gp.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
GU,GU,,,Faults / Error Indication,Charging circuit protection,защитное состояние электропитания,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor GU / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gu.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
Gy,Gy,,,Faults / Error Indication,Power protection (PV),защитное состояние электропитания,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor Gy / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/gy.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H0,H0,,2.78,Faults / Error Indication,Malfunction of driving board of fan,неисправность вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H0 / PDF page 76 / manual page 74; Troubleshooting 2.78 / PDF page 132 / manual page 130,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H1,H1,,2.79,Faults / Error Indication,Driving board of fan operates abnormally,неисправность вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H1 / PDF page 76 / manual page 74; Troubleshooting 2.79 / PDF page 132 / manual page 130,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h1.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H2,H2,,2.80,Faults / Error Indication,Voltage protection of driving board power of fan,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H2 / PDF page 76 / manual page 74; Troubleshooting 2.80 / PDF page 133 / manual page 131,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H3,H3,,2.81,Faults / Error Indication,Reset protection of driving module of fan,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H3 / PDF page 76 / manual page 74; Troubleshooting 2.81 / PDF page 134 / manual page 132,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H4,H4,,,Faults / Error Indication,Drive PFC protection of fan,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H4 / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H5,H5,,,Over-current protection of inverter fan,Over-current protection of inverter fan,защита по перегрузке тока инверторного вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-H5.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H6,H6,,2.83,Faults / Error Indication,Drive IPM module protection of fan,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H6 / PDF page 76 / manual page 74; Troubleshooting 2.83 / PDF page 136 / manual page 134,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H7,H7,,2.84,Faults / Error Indication,Malfunction of drive temperature sensor of fan,неисправность вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H7 / PDF page 76 / manual page 74; Troubleshooting 2.84 / PDF page 137 / manual page 135,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H8,H8,,2.85,Faults / Error Indication,Drive IPM high temperature protection of fan,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H8 / PDF page 76 / manual page 74; Troubleshooting 2.85 / PDF page 138 / manual page 136,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
H9,H9,,2.86,Faults / Error Indication,Desynchronizing protection of inverter fan,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor H9 / PDF page 76 / manual page 74; Troubleshooting 2.86 / PDF page 139 / manual page 137,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/h9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HA,HA,,,Faults / Error Indication,Malfunction of drive storage chip of inverter outdoor fan,неисправность связи и адресации,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HA / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ha.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HC,HC,,2.87,Faults / Error Indication,Malfunction of current detection circuit of fan drive,неисправность вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HC / PDF page 76 / manual page 74; Troubleshooting 2.87 / PDF page 140 / manual page 138,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HE,HE,,,Faults / Error Indication,Phase-lacking of inverter fan,неисправность вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HE / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/he.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HF,HF,,,Faults / Error Indication,Malfunction of charging loop of fan drive,неисправность вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HF / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hf.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HH,HH,,2.88,Faults / Error Indication,High-voltage protection of fan’s drive DC bus bar,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HH / PDF page 76 / manual page 74; Troubleshooting 2.88 / PDF page 140 / manual page 138,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hh.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HJ,HJ,,2.90,Faults / Error Indication,Failure startup of inverter fan,неисправность вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HJ / PDF page 76 / manual page 74; Troubleshooting 2.90 / PDF page 142 / manual page 140,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hj.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HL,HL,,2.89,Faults / Error Indication,Low voltage protection of bus bar of fan drive,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HL / PDF page 76 / manual page 74; Troubleshooting 2.89 / PDF page 141 / manual page 139,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hl.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HP,HP,,,Faults / Error Indication,AC current protection of inverter fan,защитное состояние вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HP / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hp.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
HU,HU,,,Faults / Error Indication,AC input voltage of drive of inverter fan,неисправность вентилятора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor HU / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/hu.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J0,J0,,2.91,Faults / Error Indication,Protection for other modules,защитное состояние инверторного привода,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J0 / PDF page 75 / manual page 73; Troubleshooting 2.91 / PDF page 143 / manual page 141,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J1,J1,,2.92,Faults / Error Indication,Over-current protection of compressor 1,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J1 / PDF page 75 / manual page 73; Troubleshooting 2.92 / PDF page 143 / manual page 141,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j1.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J2,J2,,2.93,Faults / Error Indication,Over-current protection of compressor 2,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J2 / PDF page 75 / manual page 73; Troubleshooting 2.93 / PDF page 145 / manual page 143,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J3,J3,,2.94,Faults / Error Indication,Over-current protection of compressor 3,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J3 / PDF page 75 / manual page 73; Troubleshooting 2.94 / PDF page 146 / manual page 144,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J4,J4,,2.95,Faults / Error Indication,Over-current protection of compressor 4,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J4 / PDF page 75 / manual page 73; Troubleshooting 2.95 / PDF page 147 / manual page 145,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J5,J5,,2.96,Faults / Error Indication,Over-current protection of compressor 5,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J5 / PDF page 75 / manual page 73; Troubleshooting 2.96 / PDF page 148 / manual page 146,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J6,J6,,2.97,Faults / Error Indication,Over-current protection of compressor 6,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J6 / PDF page 75 / manual page 73; Troubleshooting 2.97 / PDF page 149 / manual page 147,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J7,J7,,2.98,Faults / Error Indication,Gas-mixing protection of 4-way valve,защитное состояние холодильного контура,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J7 / PDF page 75 / manual page 73; Troubleshooting 2.98 / PDF page 150 / manual page 148,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J8,J8,,2.99,Faults / Error Indication,High pressure ratio protection of system,защитное состояние холодильного контура,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J8 / PDF page 75 / manual page 73; Troubleshooting 2.99 / PDF page 152 / manual page 150,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
J9,J9,,2.100,Faults / Error Indication,Low pressure ratio protection of system,защитное состояние холодильного контура,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor J9 / PDF page 75 / manual page 73; Troubleshooting 2.100 / PDF page 153 / manual page 151,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/j9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
JA,JA,,,Faults / Error Indication,Protection because of abnormal pressure,защитное состояние холодильного контура,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor JA / PDF page 75 / manual page 73,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/ja.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
JC,JC,,,Faults / Error Indication,Water flow switch protection,защитное состояние водяного контура,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor JC / PDF page 75 / manual page 73,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jc.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
JE,JE,,,Faults / Error Indication,Oil-return pipe is blocked,неисправность холодильного контура,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor JE / PDF page 75 / manual page 73,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/je.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
JF,JF,,,Faults / Error Indication,Oil-return pipe is leaking,неисправность холодильного контура,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor JF / PDF page 75 / manual page 73,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jf.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
JL,JL,,,Faults / Error Indication,Protection because high pressure is too low,защитное состояние холодильного контура,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor JL / PDF page 75 / manual page 73,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/jl.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P0,P0,,,Malfunction of driving board of compressor,Malfunction of driving board of compressor,неисправность платы привода компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-P0.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p0.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P1,P1,,,Driving board of compressor operates abnormally,Driving board of compressor operates abnormally,ненормальная работа платы привода компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-P1.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p1.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P2,P2,,,Voltage protection of driving board power of compressor,Voltage protection of driving board power of compressor,защита входного напряжения платы привода компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,data/reference/gree-official-support-error-catalog/подтверждённый/Gree-GMV-P2.подтверждённый.json,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p2.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P3,P3,,2.128,Faults / Error Indication,Reset protection of driving module of compressor,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor P3 / PDF page 75 / manual page 73; Troubleshooting 2.128 / PDF page 166 / manual page 164,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p3.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P4,P4,,,Faults / Error Indication,Drive PFC protection of compressor,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor P4 / PDF page 75 / manual page 73,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p4.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P5,P5,,2.129,Faults / Error Indication,Over-current protection of inverter compressor,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor P5 / PDF page 76 / manual page 74; Troubleshooting 2.129 / PDF page 167 / manual page 165,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p5.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P6,P6,,2.130,Faults / Error Indication,Drive IPM module protection of compressor,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor P6 / PDF page 76 / manual page 74; Troubleshooting 2.130 / PDF page 169 / manual page 167,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p6.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P7,P7,,2.131,Faults / Error Indication,Malfunction of drive temperature sensor of compressor,неисправность компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor P7 / PDF page 76 / manual page 74; Troubleshooting 2.131 / PDF page 171 / manual page 169,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p7.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P8,P8,,2.132,Faults / Error Indication,Drive IPM high temperature protection of compressor,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor P8 / PDF page 76 / manual page 74; Troubleshooting 2.132 / PDF page 171 / manual page 169,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p8.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
P9,P9,,2.133,Faults / Error Indication,Desynchronizing protection of inverter compressor,защитное состояние компрессора,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor P9 / PDF page 76 / manual page 74; Troubleshooting 2.133 / PDF page 172 / manual page 170,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/p9.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
PA,PA,,,Faults / Error Indication,Malfunction of drive storage chip of compressor,неисправность связи и адресации,outdoor,gmv6/outdoor,gree-gmv6-service-manual-2020-09,artifacts/manual-intake/sources/gree/Service Manual for GMV6 v_2020.09.pdf,глава 3 Faults / Error Indication / Outdoor PA / PDF page 76 / manual page 74,yes,data/equipment-diagnostics/error-knowledge/gree/gmv6/outdoor/pa.json,keep-existing,GMV6 runtime JSON already exists for this manual-confirmed code.
